year,geography,real_rent,cs_home,real_rent_reindexed,cs_home_reindexed
2002,Washington DC,124.408,136.21901975412666,1.2400498380264142,1.5269279331300059
2003,Washington DC,130.825,155.06328035631475,1.3040119611263392,1.7381600205771084
2004,Washington DC,135.5,187.60853193349743,1.3506105158235733,2.1029714383485842
2005,Washington DC,141.6,232.6543996703965,1.4114129080488411,2.607906753869875
2006,Washington DC,148.35,247.1579656477375,1.478694243707949,2.7704824357443227
2007,Washington DC,155.271,231.73838966117367,1.547680039870421,2.597638868572847
2008,Washington DC,162.17,195.29759959669792,1.6164465487166706,2.189160960310049
2009,Washington DC,169.044,174.17367273177575,1.6849638674308498,1.9523752746865266
2010,Washington DC,172.437,182.4296438193335,1.7187839521554946,2.04491942080841
2011,Washington DC,177.328,181.75274682536607,1.76753550959382,2.037331839207792
2012,Washington DC,184.569,185.6307845997584,1.8397109394467976,2.0808021579205622
2013,Washington DC,189.427,198.44100500776992,1.8881335659107898,2.2243965209239875
2014,Washington DC,192.895,207.71334365662074,1.9227012210316472,2.3283334962004694
2015,Washington DC,198.924,209.99445873505258,1.982795913281834,2.3539033346725753
2016,Washington DC,201.983,213.60162310974175,2.0132868178420136,2.3943373361288036
2017,Washington DC,207.223,220.17562359139657,2.065517069524047,2.4680276694315046
2018,Washington DC,NA,226.18488351652624,NA,2.5353876229363914
2019,Washington DC,NA,232.66933377024642,NA,2.6080741555606095
2020,Washington DC,NA,245.22836251108507,NA,2.748852820918669
