"","fips","netwp_h"
"1227","25025",-0.055423378944397
"1228","25027",-0.121985577046871
"1229","26001",NA
"1230","26003",NA
"1231","26005",NA
"1232","26007",NA
"1233","26009",NA
"1234","26011",NA
"1235","26013",NA
"1236","26015",-0.101146183907986
"1237","26017",-0.10320570319891
"1238","26019",NA
"1239","26021",NA
"1240","26023",NA
"1241","26025",-0.140463605523109
"1242","26027",NA
"1243","26029",NA
"1244","26031",NA
"1245","26033",NA
"1246","26035",NA
"1247","26037",NA
"1248","26039",NA
"1249","26041",NA
"1250","26043",NA
"1251","26045",-0.0914066582918167
"1252","26047",NA
"1253","26049",-0.129010200500488
"1254","26051",NA
"1255","26053",NA
"1256","26055",-0.0835720300674438
"1257","26057",NA
"1258","26059",NA
"1259","26061",NA
"1260","26063",NA
"1261","26065",-0.151656866073608
"1262","26067",NA
"1263","26069",NA
"1264","26071",NA
"1265","26073",NA
"1266","26075",NA
"1267","26077",-0.0689871683716774
"1268","26079",NA
"1269","26081",-0.0877427160739899
"1270","26083",NA
"1271","26085",NA
"1272","26087",NA
"1273","26089",NA
"1274","26091",NA
"1275","26093",-0.161366313695908
"1276","26095",NA
"1277","26097",NA
"1278","26099",-0.216284275054932
"1279","26101",NA
"1280","26103",-0.0936519131064415
"1281","26105",NA
"1282","26107",NA
"1283","26109",NA
"1284","26111",-0.0603260174393654
"1285","26113",NA
"1286","26115",-0.179155573248863
"1287","26117",-0.147410050034523
"1288","26119",NA
"1289","26121",NA
"1290","26123",NA
"1291","26125",-0.14255553483963
"1292","26127",NA
"1293","26129",NA
"1294","26131",NA
"1295","26133",NA
"1296","26135",NA
"1297","26137",NA
"1298","26139",-0.0507208593189716
"1299","26141",NA
"1300","26143",NA
"1301","26145",-0.138893291354179
"1302","26147",NA
"1303","26149",NA
"1304","26151",NA
"1305","26153",NA
"1306","26155",NA
"1307","26157",NA
"1308","26159",NA
"1309","26161",-0.0687265321612358
"1310","26163",-0.218085184693336
"1311","26165",-0.0998025462031364
"1312","27001",NA
"1313","27003",-0.165827378630638
"1314","27005",-0.0704325810074806
"1315","27007",NA
"1316","27009",NA
"1317","27011",NA
"1318","27013",-0.0560563057661057
"1319","27015",-0.0365127474069595
"1320","27017",-0.0411889441311359
"1321","27019",-0.0878960937261581
"1322","27021",NA
"1323","27023",NA
"1324","27025",-0.156021565198898
"1325","27027",0.0151135362684727
"1326","27029",NA
"1327","27031",NA
"1328","27033",NA
"1329","27035",NA
"1330","27037",-0.102576486766338
"1331","27039",-0.106578715145588
"1332","27041",NA
"1333","27043",NA
"1334","27045",NA
"1335","27047",-0.0822416320443153
"1336","27049",-0.0703703239560127
"1337","27051",NA
"1338","27053",-0.0734838619828224
"1339","27055",NA
"1340","27057",NA
"1341","27059",-0.160149678587914
"1342","27061",NA
"1343","27063",NA
"1344","27065",NA
"1345","27067",NA
"1346","27069",NA
"1347","27071",NA
"1348","27073",NA
"1349","27075",NA
"1350","27077",NA
"1351","27079",NA
"1352","27081",NA
"1353","27083",NA
"1354","27085",NA
"1355","27087",NA
"1356","27089",NA
"1357","27091",NA
"1358","27093",NA
"1359","27095",NA
"1360","27097",NA
"1361","27099",NA
"1362","27101",NA
"1363","27103",-0.0664588883519173
"1364","27105",NA
"1365","27107",NA
"1366","27109",-0.0357054248452187
"1367","27111",-0.063445009291172
"1368","27113",NA
"1369","27115",-0.0944013297557831
"1370","27117",NA
"1371","27119",NA
"1372","27121",NA
"1373","27123",-0.102006331086159
"1374","27125",NA
"1375","27127",NA
"1376","27129",NA
"1377","27131",-0.0965863987803459
"1378","27133",NA
"1379","27135",NA
"1380","27137",-0.0247922148555517
"1381","27139",-0.106983862817287
"1382","27141",-0.143954277038574
"1383","27143",NA
"1384","27145",-0.0677224025130272
"1385","27147",-0.15130378305912
"1386","27149",NA
"1387","27151",NA
"1388","27153",NA
"1389","27155",NA
"1390","27157",NA
"1391","27159",NA
"1392","27161",NA
"1393","27163",-0.118446215987206
"1394","27165",NA
"1395","27167",NA
"1396","27169",-0.0585158951580524
"1397","27171",-0.181528523564339
"1398","27173",NA
"1399","28001",NA
"1400","28003",NA
"1401","28005",NA
"1402","28007",NA
"1403","28009",NA
"1404","28011",NA
"1405","28013",NA
"1406","28015",NA
"1407","28017",NA
"1408","28019",NA
"1409","28021",NA
"1410","28023",NA
"1411","28025",NA
"1412","28027",NA
"1413","28029",NA
"1414","28031",NA
"1415","28033",-0.0573664121329784
"1416","28035",NA
"1417","28037",NA
"1418","28039",NA
"1419","28041",NA
"1420","28043",NA
"1421","28045",NA
"1422","28047",NA
"1423","28049",NA
"1424","28051",NA
"1425","28053",NA
"1426","28055",NA
"1427","28057",NA
"1428","28059",NA
"1429","28061",NA
"1430","28063",NA
"1431","28065",NA
"1432","28067",NA
"1433","28069",NA
"1434","28071",NA
"1435","28073",NA
"1436","28075",NA
"1437","28077",NA
"1438","28079",NA
"1439","28081",NA
"1440","28083",NA
"1441","28085",NA
"1442","28087",NA
"1443","28089",NA
"1444","28091",NA
"1445","28093",NA
"1446","28095",NA
"1447","28097",NA
"1448","28099",NA
"1449","28101",NA
"1450","28103",NA
"1451","28105",NA
"1452","28107",NA
"1453","28109",NA
"1454","28111",NA
"1455","28113",NA
"1456","28115",NA
"1457","28117",NA
"1458","28119",NA
"1459","28121",NA
"1460","28123",NA
"1461","28125",NA
"1462","28127",NA
"1463","28129",NA
"1464","28131",NA
"1465","28133",NA
"1466","28135",NA
"1467","28137",NA
"1468","28139",NA
"1469","28141",NA
"1470","28143",NA
"1471","28145",NA
"1472","28147",NA
"1473","28149",NA
"1474","28151",NA
"1475","28153",NA
"1476","28155",NA
"1477","28157",NA
"1478","28159",NA
"1479","28161",NA
"1480","28163",NA
"1481","29001",NA
"1482","29003",NA
"1483","29005",NA
"1484","29007",NA
"1485","29009",NA
"1486","29011",NA
"1487","29013",NA
"1488","29015",NA
"1489","29017",NA
"1490","29019",NA
"1491","29021",NA
"1492","29023",NA
"1493","29025",NA
"1494","29027",NA
"1495","29029",NA
"1496","29031",NA
"1497","29033",NA
"1498","29035",NA
"1499","29037",-0.0674423947930336
"1500","29039",NA
"1501","29041",NA
"1502","29043",-0.0742260962724686
"1503","29045",NA
"1504","29047",-0.0518764592707157
"1505","29049",NA
"1506","29051",NA
"1507","29053",NA
"1508","29055",NA
"1509","29057",NA
"1510","29059",NA
"1511","29061",NA
"1512","29063",NA
"1513","29065",NA
"1514","29067",NA
"1515","29069",NA
"1516","29071",-0.0322839170694351
"1517","29073",NA
"1518","29075",NA
"1519","29077",-0.0270887948572636
"1520","29079",NA
"1521","29081",NA
"1522","29083",NA
"1523","29085",NA
"1524","29087",NA
"1525","29089",NA
"1526","29091",NA
"1527","29093",NA
"1528","29095",-0.0584656186401844
"1529","29097",NA
"1530","29099",NA
"1531","29101",NA
"1532","29103",NA
"1533","29105",NA
"1534","29107",NA
"1535","29109",NA
"1536","29111",NA
"1537","29113",NA
"1538","29115",NA
"1539","29117",NA
"1540","29119",NA
"1541","29121",NA
"1542","29123",NA
"1543","29125",NA
"1544","29127",NA
"1545","29129",NA
"1546","29131",NA
"1547","29133",NA
"1548","29135",NA
"1549","29137",NA
"1550","29139",NA
"1551","29141",NA
"1552","29143",NA
"1553","29145",NA
"1554","29147",NA
"1555","29149",NA
"1556","29151",NA
"1557","29153",NA
"1558","29155",NA
"1559","29157",NA
"1560","29159",NA
"1561","29161",NA
"1562","29163",NA
"1563","29165",-0.0286105945706367
"1564","29167",NA
"1565","29169",NA
"1566","29171",NA
"1567","29173",NA
"1568","29175",-0.0463986620306969
"1569","29177",NA
"1570","29179",NA
"1571","29181",NA
"1572","29183",-0.0377629511058331
"1573","29185",NA
"1574","29186",NA
"1575","29187",NA
"1576","29189",-0.0394950658082962
"1577","29195",NA
"1578","29197",NA
"1579","29199",NA
"1580","29201",NA
"1581","29203",NA
"1582","29205",NA
"1583","29207",NA
"1584","29209",NA
"1585","29211",NA
"1586","29213",NA
"1587","29215",NA
"1588","29217",NA
"1589","29219",NA
"1590","29221",NA
"1591","29223",NA
"1592","29225",NA
"1593","29227",NA
"1594","29229",NA
"1595","29510",-0.0756944268941879
"1596","30001",NA
"1597","30003",NA
"1598","30005",NA
"1599","30007",NA
"1600","30009",NA
"1601","30011",NA
"1602","30013",-0.013422779738903
"1603","30015",NA
"1604","30017",NA
"1605","30019",NA
"1606","30021",NA
"1607","30023",NA
"1608","30025",NA
"1609","30027",NA
"1610","30029",-0.0655650645494461
"1611","30031",-0.038701020181179
"1612","30033",NA
"1613","30035",NA
"1614","30037",NA
"1615","30039",NA
"1616","30041",NA
"1617","30043",NA
"1618","30045",NA
"1619","30047",NA
"1620","30049",-0.0878274291753769
"1621","30051",NA
"1622","30053",NA
"1623","30055",NA
"1624","30057",NA
"1625","30059",NA
"1626","30061",NA
"1627","30063",-0.0522728562355042
"1628","30065",NA
"1629","30067",NA
"1630","30069",NA
"1631","30071",NA
"1632","30073",NA
"1633","30075",NA
"1634","30077",NA
"1635","30079",NA
"1636","30081",NA
"1637","30083",NA
"1638","30085",NA
"1639","30087",NA
"1640","30089",NA
"1641","30091",NA
"1642","30093",NA
"1643","30095",NA
"1644","30097",NA
"1645","30099",NA
"1646","30101",NA
"1647","30103",NA
"1648","30105",NA
"1649","30107",NA
"1650","30109",NA
"1651","30111",0.00733494851738214
"1652","31001",NA
"1653","31003",NA
"1654","31005",NA
"1655","31007",NA
"1656","31009",NA
"1657","31011",NA
"1658","31013",NA
"1659","31015",NA
"1660","31017",NA
"1661","31019",NA
"1662","31021",NA
"1663","31023",NA
"1664","31025",NA
"1665","31027",NA
"1666","31029",NA
"1667","31031",NA
"1668","31033",NA
"1669","31035",NA
"1670","31037",NA
"1671","31039",NA
"1672","31041",NA
"1673","31043",NA
"1674","31045",NA
"1675","31047",NA
"1676","31049",NA
"1677","31051",NA
"1678","31053",-0.0193149857223034
"1679","31055",-0.00642839353531599
"1680","31057",NA
"1681","31059",NA
"1682","31061",NA
"1683","31063",NA
"1684","31065",NA
"1685","31067",0.00376441283151507
"1686","31069",NA
"1687","31071",NA
"1688","31073",NA
"1689","31075",NA
"1690","31077",NA
"1691","31079",0.00956586562097073
"1692","31081",NA
"1693","31083",NA
"1694","31085",NA
"1695","31087",NA
"1696","31089",NA
"1697","31091",NA
"1698","31093",NA
"1699","31095",NA
"1700","31097",NA
"1701","31099",NA
"1702","31101",NA
"1703","31103",NA
"1704","31105",NA
"1705","31107",NA
"1706","31109",-0.00337878987193108
"1707","31111",-0.00512034958228469
"1708","31113",NA
"1709","31115",NA
"1710","31117",NA
"1711","31119",0.0161523688584566
"1712","31121",NA
"1713","31123",NA
"1714","31125",NA
"1715","31127",NA
"1716","31129",NA
"1717","31131",NA
"1718","31133",NA
"1719","31135",NA
"1720","31137",NA
"1721","31139",NA
"1722","31141",0.0193932317197323
"1723","31143",NA
"1724","31145",NA
"1725","31147",NA
"1726","31149",NA
"1727","31151",NA
"1728","31153",-0.00222962978295982
"1729","31155",NA
"1730","31157",0.0171729195863008
"1731","31159",NA
"1732","31161",NA
"1733","31163",NA
"1734","31165",NA
"1735","31167",NA
"1736","31169",NA
"1737","31171",NA
"1738","31173",NA
"1739","31175",NA
"1740","31177",NA
"1741","31179",NA
"1742","31181",NA
"1743","31183",NA
"1744","31185",NA
"1745","32001",-0.279163807630539
"1746","32003",-0.201626181602478
"1747","32005",-0.201573327183723
"1748","32007",-0.245188847184181
"1749","32009",NA
"1750","32011",NA
"1751","32013",-0.235214024782181
"1752","32015",NA
"1753","32017",NA
"1754","32019",-0.306433320045471
"1755","32021",NA
"1756","32023",-0.373748511075974
"1757","32027",NA
"1758","32029",NA
"1759","32031",-0.166293933987617
"1760","32033",NA
"1761","32510",-0.262990087270737
"1762","33001",NA
"1763","33003",NA
"1764","33005",-0.0120777171105146
"1765","33007",NA
"1766","33009",NA
"1767","33011",-0.0368381068110466
"1768","33013",NA
"1769","33015",-0.0364055633544922
"1770","33017",-0.0341741256415844
"1771","33019",NA
"1772","34001",-0.134513974189758
"1773","34003",-0.0582929886877537
"1774","34005",-0.0599108152091503
"1775","34007",-0.0685060694813728
"1776","34009",-0.131240859627724
"1777","34011",-0.0785275399684906
"1778","34013",-0.127897799015045
"1779","34015",-0.0659265443682671
"1780","34017",-0.169910028576851
"1781","34019",-0.0870298072695732
"1782","34021",-0.044563427567482
"1783","34023",-0.0884356126189232
"1784","34025",-0.0700366422533989
"1785","34027",-0.0596488974988461
"1786","34029",-0.0950041189789772
"1787","34031",-0.188692972064018
"1788","34033",NA
"1789","34035",-0.0528322495520115
"1790","34037",-0.128234252333641
"1791","34039",-0.126488745212555
"1792","34041",-0.129256546497345
"1793","35001",-0.060400377959013
"1794","35003",NA
"1795","35005",-0.0369775258004665
"1796","35006",NA
"1797","35007",NA
"1798","35009",NA
"1799","35011",NA
"1800","35013",-0.0739177763462067
"1801","35015",NA
"1802","35017",NA
"1803","35019",NA
"1804","35021",NA
"1805","35023",NA
"1806","35025",NA
"1807","35027",NA
"1808","35028",NA
"1809","35029",NA
"1810","35031",NA
"1811","35033",NA
"1812","35035",-0.0369392968714237
"1813","35037",NA
"1814","35039",NA
"1815","35041",NA
"1816","35043",-0.129401966929436
"1817","35045",NA
"1818","35047",NA
"1819","35049",-0.0527854263782501
"1820","35051",NA
"1821","35053",NA
"1822","35055",NA
"1823","35057",NA
"1824","35059",NA
"1825","35061",-0.0653594881296158
"1826","36001",-0.00194978807121515
"1827","36003",NA
"1828","36005",-0.139439716935158
"1829","36007",-0.00612390646710992
"1830","36009",NA
"1831","36011",-0.0538860075175762
"1832","36013",-0.0789120569825172
"1833","36015",0.00377443246543407
"1834","36017",-0.0690769925713539
"1835","36019",-0.0439194552600384
"1836","36021",NA
"1837","36023",-0.00691517628729343
"1838","36025",NA
"1839","36027",-0.114386565983295
"1840","36029",0.00963931623846292
"1841","36031",NA
"1842","36033",NA
"1843","36035",-0.000471543055027723
"1844","36037",-0.0303062181919813
"1845","36039",NA
"1846","36041",NA
"1847","36043",NA
"1848","36045",0.0145778739824891
"1849","36047",-0.0703976228833199
"1850","36049",NA
"1851","36051",NA
"1852","36053",NA
"1853","36055",0.00392134673893452
"1854","36057",-0.0125398803502321
"1855","36059",-0.0822579562664032
"1856","36061",-0.00532992230728269
"1857","36063",-0.00774520449340343
"1858","36065",-0.0401864610612392
"1859","36067",0.00604398362338543
"1860","36069",-0.0025125308893621
"1861","36071",-0.132864207029343
"1862","36073",NA
"1863","36075",0.0268173944205046
"1864","36077",0.00242985668592155
"1865","36079",-0.0931515619158745
"1866","36081",-0.125365152955055
"1867","36083",0.0244113635271788
"1868","36085",-0.081352487206459
"1869","36087",-0.0625340715050697
"1870","36089",-0.0535110048949718
"1871","36091",-0.0103323105722666
"1872","36093",-0.0210126899182796
"1873","36095",NA
"1874","36097",NA
"1875","36099",NA
"1876","36101",-0.0259989313781261
"1877","36103",-0.10058831423521
"1878","36105",NA
"1879","36107",NA
"1880","36109",-0.0251393355429173
"1881","36111",-0.0829621776938438
"1882","36113",-0.0394863300025463
"1883","36115",NA
"1884","36117",NA
"1885","36119",-0.03795200958848
"1886","36121",NA
"1887","36123",NA
"1888","37001",-0.0318636558949947
"1889","37003",NA
"1890","37005",NA
"1891","37007",NA
"1892","37009",NA
"1893","37011",NA
"1894","37013",NA
"1895","37015",NA
"1896","37017",NA
"1897","37019",-0.0738751888275146
"1898","37021",-0.00777003820985556
"1899","37023",NA
"1900","37025",-0.0265659224241972
"1901","37027",-0.0228756088763475
"1902","37029",NA
"1903","37031",NA
"1904","37033",NA
"1905","37035",-0.0057915672659874
"1906","37037",0.00964976381510496
"1907","37039",-0.0570365004241467
"1908","37041",NA
"1909","37043",NA
"1910","37045",NA
"1911","37047",NA
"1912","37049",-0.0279196407645941
"1913","37051",0.0156876537948847
"1914","37053",NA
"1915","37055",-0.0246377736330032
"1916","37057",-0.034175731241703
"1917","37059",-0.0626676231622696
"1918","37061",NA
"1919","37063",-0.000259506196016446
"1920","37065",NA
"1921","37067",-0.0168949384242296
"1922","37069",-0.033236239105463
"1923","37071",-0.0358509831130505
"1924","37073",NA
"1925","37075",NA
"1926","37077",NA
"1927","37079",NA
"1928","37081",-0.0150397904217243
"1929","37083",NA
"1930","37085",NA
"1931","37087",-0.0281523186713457
"1932","37089",-0.0140431802719831
"1933","37091",NA
"1934","37093",0.0165921524167061
"1935","37095",NA
"1936","37097",-0.027746606618166
"1937","37099",NA
"1938","37101",-0.00900666508823633
"1939","37103",NA
"1940","37105",-0.00820149667561054
"1941","37107",NA
"1942","37109",-0.01240299269557
"1943","37111",NA
"1944","37113",-0.0713562816381454
"1945","37115",NA
"1946","37117",NA
"1947","37119",-0.0234156232327223
"1948","37121",NA
"1949","37123",NA
"1950","37125",0.00452404981479049
"1951","37127",-0.0141675528138876
"1952","37129",-0.0374222695827484
"1953","37131",NA
"1954","37133",0.0257223807275295
"1955","37135",-0.00644438248127699
"1956","37137",NA
"1957","37139",-0.0412595719099045
"1958","37141",NA
"1959","37143",NA
"1960","37145",NA
"1961","37147",-0.00263620307669044
"1962","37149",NA
"1963","37151",NA
"1964","37153",NA
"1965","37155",NA
"1966","37157",-0.0280843172222376
"1967","37159",NA
"1968","37161",NA
"1969","37163",NA
"1970","37165",NA
"1971","37167",NA
"1972","37169",-0.0586339607834816
"1973","37171",-0.0145291602239013
"1974","37173",NA
"1975","37175",NA
"1976","37177",NA
"1977","37179",-0.0481594055891037
"1978","37181",NA
"1979","37183",-0.00607555126771331
"1980","37185",NA
"1981","37187",NA
"1982","37189",NA
"1983","37191",NA
"1984","37193",NA
"1985","37195",NA
"1986","37197",NA
"1987","37199",NA
"1988","38001",NA
"1989","38003",NA
"1990","38005",NA
"1991","38007",NA
"1992","38009",NA
"1993","38011",NA
"1994","38013",NA
"1995","38015",0.0156402252614498
"1996","38017",0.00763303134590387
"1997","38019",NA
"1998","38021",NA
"1999","38023",NA
"2000","38025",NA
"2001","38027",NA
"2002","38029",NA
"2003","38031",NA
"2004","38033",NA
"2005","38035",-0.007894117385149
"2006","38037",NA
"2007","38039",NA
"2008","38041",NA
"2009","38043",NA
"2010","38045",NA
"2011","38047",NA
"2012","38049",NA
"2013","38051",NA
"2014","38053",NA
"2015","38055",NA
"2016","38057",NA
"2017","38059",-1.16832234198228e-06
"2018","38061",NA
"2019","38063",NA
"2020","38065",NA
"2021","38067",NA
"2022","38069",NA
"2023","38071",NA
"2024","38073",NA
"2025","38075",NA
"2026","38077",NA
"2027","38079",NA
"2028","38081",NA
"2029","38083",NA
"2030","38085",NA
"2031","38087",NA
"2032","38089",NA
"2033","38091",NA
"2034","38093",NA
"2035","38095",NA
"2036","38097",NA
"2037","38099",NA
"2038","38101",0.0432323403656483
"2039","38103",NA
"2040","38105",NA
"2041","39001",NA
"2042","39003",-0.0447267107665539
"2043","39005",-0.0403480753302574
"2044","39007",-0.107443258166313
"2045","39009",-0.0199387408792973
"2046","39011",-0.0204795505851507
"2047","39013",NA
"2048","39015",NA
"2049","39017",-0.0492713712155819
"2050","39019",NA
"2051","39021",-0.0307447668164968
"2052","39023",-0.0372328050434589
"2053","39025",-0.048996739089489
"2054","39027",0.00209751259535551
"2055","39029",-0.0322331264615059
"2056","39031",NA
"2057","39033",NA
"2058","39035",-0.0591759867966175
"2059","39037",-0.0159920584410429
"2060","39039",-0.0222227592021227
"2061","39041",-0.024359006434679
"2062","39043",-0.0296811256557703
"2063","39045",-0.0498470030725002
"2064","39047",-0.0646089911460876
"2065","39049",-0.0321592465043068
"2066","39051",NA
"2067","39053",NA
"2068","39055",-0.0449427105486393
"2069","39057",0.00300623313523829
"2070","39059",NA
"2071","39061",-0.0260158255696297
"2072","39063",-0.0220770537853241
"2073","39065",NA
"2074","39067",NA
"2075","39069",NA
"2076","39071",-0.0619601607322693
"2077","39073",NA
"2078","39075",NA
"2079","39077",-0.039805606007576
"2080","39079",NA
"2081","39081",NA
"2082","39083",-0.0225555188953876
"2083","39085",-0.0638974383473396
"2084","39087",NA
"2085","39089",-0.0344437509775162
"2086","39091",NA
"2087","39093",-0.0694957375526428
"2088","39095",-0.0695281475782394
"2089","39097",0.0190186966210604
"2090","39099",-0.0417086184024811
"2091","39101",NA
"2092","39103",-0.0228927284479141
"2093","39105",NA
"2094","39107",NA
"2095","39109",-0.0317149870097637
"2096","39111",NA
"2097","39113",-0.039682149887085
"2098","39115",NA
"2099","39117",NA
"2100","39119",-0.0360367521643639
"2101","39121",NA
"2102","39123",-0.0751873403787613
"2103","39125",NA
"2104","39127",NA
"2105","39129",-0.0536286868155003
"2106","39131",NA
"2107","39133",-0.0328315570950508
"2108","39135",-0.0204057283699512
"2109","39137",NA
"2110","39139",-0.0740703046321869
"2111","39141",-0.0856286585330963
"2112","39143",-0.0538969971239567
"2113","39145",NA
"2114","39147",NA
"2115","39149",-0.0346149913966656
"2116","39151",-0.0454403795301914
"2117","39153",-0.0389762297272682
"2118","39155",-0.0576732307672501
"2119","39157",-0.0396877750754356
"2120","39159",-0.0171365812420845
"2121","39161",NA
"2122","39163",NA
"2123","39165",-0.0264373850077391
"2124","39167",-0.0571505390107632
"2125","39169",-0.0300498586148024
"2126","39171",-0.055933702737093
"2127","39173",-0.0451933033764362
"2128","39175",NA
"2129","40001",NA
"2130","40003",NA
"2131","40005",NA
"2132","40007",NA
"2133","40009",-0.000113110159873031
"2134","40011",NA
"2135","40013",0.00878977496176958
"2136","40015",NA
"2137","40017",0.000546480296179652
"2138","40019",0.0129470629617572
"2139","40021",0.00995208043605089
"2140","40023",NA
"2141","40025",NA
"2142","40027",0.00493415677919984
"2143","40029",NA
"2144","40031",0.0169035103172064
"2145","40033",NA
"2146","40035",NA
"2147","40037",0.01901550963521
"2148","40039",0.0238500405102968
"2149","40041",0.00956743210554123
"2150","40043",NA
"2151","40045",NA
"2152","40047",0.0157363191246986
"2153","40049",NA
"2154","40051",0.00170510145835578
"2155","40053",NA
"2156","40055",NA
"2157","40057",NA
"2158","40059",NA
"2159","40061",NA
"2160","40063",NA
"2161","40065",0.00775430770590901
"2162","40067",NA
"2163","40069",NA
"2164","40071",0.0203233491629362
"2165","40073",NA
"2166","40075",NA
"2167","40077",NA
"2168","40079",NA
"2169","40081",NA
"2170","40083",0.0200171303004026
"2171","40085",NA
"2172","40087",0.0133398408070207
"2173","40089",NA
"2174","40091",NA
"2175","40093",NA
"2176","40095",NA
"2177","40097",-0.00321615510620177
"2178","40099",NA
"2179","40101",0.000451943371444941
"2180","40103",NA
"2181","40105",NA
"2182","40107",NA
"2183","40109",0.00242767389863729
"2184","40111",0.00662225438281894
"2185","40113",NA
"2186","40115",0.00351331033743918
"2187","40117",NA
"2188","40119",-0.00564039079472423
"2189","40121",0.0107913743704557
"2190","40123",-0.0176281314343214
"2191","40125",0.00615055067464709
"2192","40127",NA
"2193","40129",NA
"2194","40131",-0.0114922318607569
"2195","40133",NA
"2196","40135",NA
"2197","40137",-0.000960560864768922
"2198","40139",0.00479021342471242
"2199","40141",NA
"2200","40143",0.0032150240149349
"2201","40145",0.0258113779127598
"2202","40147",0.00695238960906863
"2203","40149",NA
"2204","40151",NA
"2205","40153",0.000991115462966263
"2206","41001",NA
"2207","41003",-0.0248485878109932
"2208","41005",-0.0897720530629158
"2209","41007",-0.0492332279682159
"2210","41009",-0.0940153151750565
"2211","41011",-0.106754146516323
"2212","41013",-0.051263589411974
"2213","41015",NA
"2214","41017",-0.114239670336246
"2215","41019",-0.0514125116169453
"2216","41021",NA
"2217","41023",NA
"2218","41025",NA
"2219","41027",-0.0802633538842201
"2220","41029",-0.113675110042095
"2221","41031",NA
"2222","41033",-0.116802699863911
"2223","41035",-0.0969029515981674
"2224","41037",NA
"2225","41039",-0.0407865978777409
"2226","41041",-0.0889153778553009
"2227","41043",-0.0985302552580833
"2228","41045",NA
"2229","41047",-0.058153972029686
"2230","41049",NA
"2231","41051",-0.0715280026197433
"2232","41053",-0.0502012670040131
"2233","41055",NA
"2234","41057",NA
"2235","41059",-0.00418032240122557
"2236","41061",NA
"2237","41063",NA
"2238","41065",-0.0583517886698246
"2239","41067",-0.0821552649140358
"2240","41069",NA
"2241","41071",-0.0586215481162071
"2242","42001",NA
"2243","42003",0.0061153587885201
"2244","42005",NA
"2245","42007",0.020572867244482
"2246","42009",NA
"2247","42011",-0.0283274296671152
"2248","42013",-0.0315292812883854
"2249","42015",NA
"2250","42017",-0.0325392484664917
"2251","42019",0.0140352686867118
"2252","42021",-0.0398757196962833
"2253","42023",NA
"2254","42025",NA
"2255","42027",0.00442847330123186
"2256","42029",-0.0211135502904654
"2257","42031",NA
"2258","42033",NA
"2259","42035",NA
"2260","42037",NA
"2261","42039",NA
"2262","42041",-0.00902875605970621
"2263","42043",0.00117379438597709
"2264","42045",-0.0155067406594753
"2265","42047",NA
"2266","42049",-0.00398670462891459
"2267","42051",NA
"2268","42053",NA
"2269","42055",NA
"2270","42057",NA
"2271","42059",NA
"2272","42061",NA
"2273","42063",NA
"2274","42065",NA
"2275","42067",NA
"2276","42069",-0.0228171572089195
"2277","42071",-0.00173527561128139
"2278","42073",-0.0140437064692378
"2279","42075",-0.0022648936137557
"2280","42077",-0.0444351248443127
"2281","42079",NA
"2282","42081",NA
"2283","42083",NA
"2284","42085",NA
"2285","42087",NA
"2286","42089",-0.0477149598300457
"2287","42091",-0.0199127625674009
"2288","42093",NA
"2289","42095",-0.0640122517943382
"2290","42097",NA
"2291","42099",NA
"2292","42101",-0.00634707044810057
"2293","42103",NA
"2294","42105",NA
"2295","42107",NA
"2296","42109",NA
"2297","42111",NA
"2298","42113",NA
"2299","42115",NA
"2300","42117",NA
"2301","42119",NA
"2302","42121",NA
"2303","42123",NA
"2304","42125",-0.000403220852604136
"2305","42127",NA
"2306","42129",-0.0164456330239773
"2307","42131",NA
"2308","42133",-0.0226677600294352
"2309","44001",-0.0361862927675247
"2310","44003",-0.12293815612793
"2311","44005",-0.0549546629190445
"2312","44007",-0.172892645001411
"2313","44009",-0.0438032709062099
"2314","45001",NA
"2315","45003",-0.00235345889814198
"2316","45005",NA
"2317","45007",-0.0132327722385526
"2318","45009",NA
"2319","45011",NA
"2320","45013",-0.0747255310416222
"2321","45015",-0.0707898214459419
"2322","45017",NA
"2323","45019",-0.0573745444417
"2324","45021",NA
"2325","45023",NA
"2326","45025",NA
"2327","45027",NA
"2328","45029",NA
"2329","45031",NA
"2330","45033",NA
"2331","45035",-0.063592404127121
"2332","45037",NA
"2333","45039",NA
"2334","45041",-0.014750792644918
"2335","45043",-0.0450800657272339
"2336","45045",0.000183754120371304
"2337","45047",NA
"2338","45049",NA
"2339","45051",-0.128468424081802
"2340","45053",NA
"2341","45055",-0.0211474820971489
"2342","45057",-0.0382845140993595
"2343","45059",NA
"2344","45061",NA
"2345","45063",-0.00938734598457813
"2346","45065",NA
"2347","45067",NA
"2348","45069",NA
"2349","45071",NA
"2350","45073",NA
"2351","45075",NA
"2352","45077",-0.00240159127861261
"2353","45079",-0.0144285298883915
"2354","45081",NA
"2355","45083",-0.0233524460345507
"2356","45085",-0.0535105131566525
"2357","45087",NA
"2358","45089",NA
"2359","45091",-0.015709150582552
"2360","46003",NA
"2361","46005",NA
"2362","46007",NA
"2363","46009",NA
"2364","46011",NA
"2365","46013",NA
"2366","46015",NA
"2367","46017",NA
"2368","46019",NA
"2369","46021",NA
"2370","46023",NA
"2371","46025",NA
"2372","46027",NA
"2373","46029",0.0116252042353153
"2374","46031",NA
"2375","46033",NA
"2376","46035",0.00238822889514267
"2377","46037",NA
"2378","46039",NA
"2379","46041",NA
"2380","46043",NA
"2381","46045",NA
"2382","46047",NA
"2383","46049",NA
"2384","46051",NA
"2385","46053",NA
"2386","46055",NA
